"Peak","Name","Season","Date","Time","Citizenship","Sex","Age","Oxy","Dth","Host","Year"
"EVER","Guisang (Kuisang)","1990 Spr","May 09","","China","F",32,TRUE,FALSE,"China",1990
"EVER","Gyalbu (Jiabu)","1990 Spr","May 07","13:13","China","M",30,TRUE,FALSE,"China",1990
"EVER","Hooman Nmi Aprin","1990 Aut","Oct 05","10:40","United States of America","M",44,TRUE,FALSE,"Nepal",1990
"EVER","Ian Richard Wade","1990 Spr","May 09","","United States of America","M",43,TRUE,FALSE,"China",1990
"EVER","Jae-Soo Kim","1990 Aut","Oct 06","6:00","S Korea","M",29,TRUE,FALSE,"Nepal",1990
"EVER","Janez Jeglic","1990 Aut","Oct 07","13:35","Yugoslavia","M",29,TRUE,FALSE,"Nepal",1990
"EVER","Jean-Noel Roche","1990 Aut","Oct 07","10:30","France","M",40,TRUE,FALSE,"Nepal",1990
"EVER","Jin-Young Bok","1990 Aut","Oct 06","6:00","S Korea","M",29,TRUE,FALSE,"Nepal",1990
"EVER","Lhakpa Rita Sherpa (Thami, Khumbu)","1990 Aut","Oct 07","13:10","Nepal","M",24,TRUE,FALSE,"Nepal",1990
"EVER","Lhotse (Luoze, Lodue)","1990 Spr","May 09","","China","M",27,TRUE,FALSE,"China",1990
"EVER","Marc Batard","1990 Aut","Oct 05","16:50","France","M",38,FALSE,FALSE,"Nepal",1990
"EVER","Marija Stremfelj","1990 Aut","Oct 07","13:10","Yugoslavia","F",33,TRUE,FALSE,"Nepal",1990
"EVER","Mark Scott Tucker","1990 Spr","May 10","","United States of America","M",32,TRUE,FALSE,"China",1990
"EVER","Michael F. (Mike) Browning","1990 Spr","May 10","7:15","United States of America","M",37,TRUE,FALSE,"Nepal",1990
"EVER","Mikael Reutersward","1990 Spr","May 11","11:00","Sweden","M",25,TRUE,FALSE,"Nepal",1990
"EVER","Mstislav Gorbenko","1990 Spr","May 08","","USSR","M",42,TRUE,FALSE,"China",1990
"EVER","Nawang Thile (Pemba Dorje) Sherpa (Beding, Dolakha)","1990 Aut","Oct 05","12:00","Nepal","M",37,TRUE,FALSE,"Nepal",1990
"EVER","Nima Dorje (Dorje) Sherpa (Beding, Dolakha)","1990 Aut","Oct 07","","Nepal","M",35,TRUE,FALSE,"Nepal",1990
"EVER","Nima Tashi Sherpa (Pangboche, Khumbu)","1990 Spr","May 10","7:15","Nepal","M",30,TRUE,FALSE,"Nepal",1990
"EVER","Oskar Khilborg","1990 Spr","May 11","14:00","Sweden","M",26,TRUE,FALSE,"Nepal",1990
"EVER","Pasang Norbu/Nurbu Sherpa (Namche Bazar, Khumbu)","1990 Spr","Apr 23","17:15","Nepal","M",35,TRUE,FALSE,"Nepal",1990
"EVER","Pascal Tournaire","1990 Aut","Oct 05","16:50","France","M",31,TRUE,FALSE,"Nepal",1990
"EVER","Pemba Dorje Sherpa (Pangboche, Khumbu)","1990 Aut","Oct 06","8:00","Nepal","M",29,TRUE,FALSE,"Nepal",1990
"EVER","Peter Edmund Hillary","1990 Spr","May 10","8:45","New Zealand","M",35,TRUE,FALSE,"Nepal",1990
"EVER","Peter George (Pete) Athans","1990 Spr","May 10","7:15","United States of America","M",33,TRUE,FALSE,"Nepal",1990
"EVER","Phinzo Sherpa (Beding, Dolakha)","1990 Aut","Oct 07","12:30","Nepal","M",0,TRUE,FALSE,"Nepal",1990
"EVER","Ren Na","1990 Spr","May 09","","China","M",23,TRUE,FALSE,"China",1990
"EVER","Rene De Bos","1990 Aut","Oct 07","14:00","Netherlands","M",31,TRUE,FALSE,"Nepal",1990
"EVER","Robert Chandler Link","1990 Spr","May 07","13:13","United States of America","M",32,TRUE,FALSE,"China",1990
"EVER","Robert Edwin (Rob) Hall","1990 Spr","May 10","8:45","New Zealand","M",29,TRUE,FALSE,"Nepal",1990
"EVER","Rudy Van Snick","1990 Spr","May 10","10:00","Belgium","M",34,TRUE,FALSE,"Nepal",1990
"EVER","Sergei Anatolievich Arsentiev","1990 Spr","May 07","","USSR","M",31,FALSE,FALSE,"China",1990
"EVER","Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)","1990 Aut","Oct 05","12:00","Nepal","M",30,TRUE,FALSE,"Nepal",1990
"EVER","Steve Gall","1990 Spr","May 07","13:13","United States of America","M",32,TRUE,FALSE,"China",1990
"EVER","Stewart Alexander (Alex) Lowe","1990 Aut","Oct 04","12:30","United States of America","M",31,TRUE,FALSE,"Nepal",1990
"EVER","Timothy John Macartney-Snape","1990 Spr","May 11","9:45","Australia","M",34,FALSE,FALSE,"Nepal",1990
"EVER","Top Bahadur Khatri","1990 Spr","Apr 23","17:15","Nepal","M",31,TRUE,FALSE,"Nepal",1990
"EVER","Wangyal (Wangjia)","1990 Spr","May 10","","China","M",33,TRUE,FALSE,"China",1990
"EVER","Yves Adrien Jean Salino","1990 Aut","Oct 04","14:45","France","M",29,TRUE,FALSE,"Nepal",1990
"EVER","Anatoli Boukreev","1991 Aut","Oct 07","15:00","USSR","M",33,FALSE,FALSE,"Nepal",1991
"EVER","Andrew James (Andy) Politz","1991 Spr","May 15","","United States of America","M",31,TRUE,FALSE,"China",1991
"EVER","Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)","1991 Spr","May 15","","Nepal","M",26,TRUE,FALSE,"China",1991
"EVER","Ang Temba Sherpa (Khunde, Khumbu)","1991 Spr","May 08","9:00","Nepal","M",24,TRUE,FALSE,"Nepal",1991
"EVER","Antonio Ubieto Austern","1991 Aut","Oct 06","","Spain","M",35,TRUE,FALSE,"Nepal",1991
"EVER","Apa (Appa) Sherpa (Thami Og, Khumbu)","1991 Spr","May 08","9:00","Nepal","M",31,TRUE,FALSE,"Nepal",1991
"EVER","Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)","1991 Spr","May 22","11:30","Nepal","M",25,TRUE,FALSE,"China",1991
"EVER","Barry J. Rugo","1991 Spr","May 15","10:05","United States of America","M",32,TRUE,FALSE,"Nepal",1991
"EVER","Battistino (Battista) Bonali","1991 Spr","May 17","15:45","Italy","M",28,FALSE,FALSE,"China",1991
"EVER","Brent T. Okita","1991 Spr","May 21","","United States of America","M",30,TRUE,FALSE,"China",1991
"EVER","Chuldin Temba (Chuldim) Sherpa (Zarok, Khumbu)","1991 Spr","May 22","11:30","Nepal","M",28,TRUE,FALSE,"China",1991
"EVER","Daniel Lee (Dan) Mazur","1991 Aut","Oct 10","17:20","United States of America","M",30,TRUE,FALSE,"Nepal",1991
"EVER","Edmund Karl (Ed) Viesturs","1991 Spr","May 15","14:20","United States of America","M",31,TRUE,FALSE,"Nepal",1991
"EVER","Eric Robb Simonson","1991 Spr","May 15","12:30","United States of America","M",36,TRUE,FALSE,"China",1991
"EVER","Francisco Jose (Coque) Perez Laffont","1991 Aut","Oct 06","","Spain","M",31,TRUE,FALSE,"Nepal",1991
"EVER","George James Dunn","1991 Spr","May 15","","United States of America","M",37,TRUE,FALSE,"China",1991
"EVER","Gyalbu Sherpa (Beding, Dolakha)","1991 Spr","May 15","","Nepal","M",26,TRUE,FALSE,"China",1991
"EVER","Jose Antonio (Pepe) Garces Galindo","1991 Aut","Oct 06","","Spain","M",34,TRUE,FALSE,"Nepal",1991
"EVER","Junichi Futagami","1991 Spr","May 27","13:00","Japan","M",39,TRUE,TRUE,"China",1991
"EVER","Lars (Lasse) Cronlund","1991 Spr","May 20","15:00","Sweden","M",37,TRUE,FALSE,"China",1991
"EVER","Leopold Sulovsky","1991 Spr","May 17","15:25","Czechoslovakia","M",37,FALSE,FALSE,"China",1991
"EVER","Lhakpa Dorje Sherpa (Khunde, Khumbu)","1991 Spr","May 15","","Nepal","M",35,TRUE,FALSE,"China",1991
"EVER","Mark Alan Richey","1991 Spr","May 15","8:35","United States of America","M",33,TRUE,FALSE,"Nepal",1991
"EVER","Mark Anthony Whetu","1991 Spr","May 21","","New Zealand","M",31,TRUE,FALSE,"China",1991
"EVER","Michael (Mike) Perry","1991 Spr","May 17","","New Zealand","M",35,TRUE,FALSE,"China",1991
"EVER","Mingma Norbu/Nuru Sherpa (Beding, Dolakha)","1991 Spr","May 15","","Nepal","M",20,TRUE,FALSE,"China",1991
"EVER","Muneo Nukita","1991 Spr","May 27","13:00","Japan","M",40,TRUE,FALSE,"China",1991
"EVER","Nima Dorje (Dorje) Sherpa (Beding, Dolakha)","1991 Spr","May 27","13:00","Nepal","M",36,TRUE,FALSE,"China",1991
"EVER","Peter George (Pete) Athans","1991 Spr","May 08","10:00","United States of America","M",34,TRUE,FALSE,"Nepal",1991
"EVER","Phinzo Norbu (Phinzo) Sherpa (Beding, Dolakha)","1991 Spr","May 27","13:00","Nepal","M",32,TRUE,FALSE,"China",1991
"EVER","Rafael Vidaurre Garayo","1991 Aut","Oct 06","","Spain","M",39,TRUE,FALSE,"Nepal",1991
"EVER","Richard French (Rick) Wilcox","1991 Spr","May 15","9:45","United States of America","M",43,TRUE,FALSE,"Nepal",1991
"EVER","Robert (Bob) Sloezen","1991 Spr","May 15","","United States of America","M",37,TRUE,FALSE,"China",1991
"EVER","Roman Giutachvilli","1991 Aut","Oct 10","17:20","USSR","M",40,TRUE,FALSE,"Nepal",1991
"EVER","Ronald Gregory (Greg) Wilson","1991 Spr","May 24","","United States of America","M",34,TRUE,FALSE,"China",1991
"EVER","Sonam Dendu (Sona Dendu) Sherpa (Khumjung, Khumbu)","1991 Spr","May 08","9:00","Nepal","M",30,TRUE,FALSE,"Nepal",1991
"EVER","Vladimir Sergeevich Balyberdin","1991 Aut","Oct 07","17:30","USSR","M",42,FALSE,FALSE,"Nepal",1991
"EVER","Yves Laforest","1991 Spr","May 15","8:35","Canada","M",35,TRUE,FALSE,"Nepal",1991
"EVER","Abele Blanc","1992 Aut","Sep 30","","Italy","M",38,TRUE,FALSE,"Nepal",1992
"EVER","Alain Roussey","1992 Aut","Oct 09","","France","M",28,TRUE,FALSE,"Nepal",1992
"EVER","Alberto Inurrategi Iriarte","1992 Aut","Sep 25","15:10","Spain","M",23,FALSE,FALSE,"Nepal",1992
"EVER","Alexander Gerasimov","1992 Spr","May 12","11:45","USSR","M",38,TRUE,FALSE,"Nepal",1992
"EVER","Alfonso (Poncho) De La Parra Cubells","1992 Aut","Oct 09","7:35","Mexico","M",29,TRUE,FALSE,"Nepal",1992
"EVER","Alfonso Juez Reoyo","1992 Spr","May 15","11:50","Spain","M",38,TRUE,FALSE,"Nepal",1992
"EVER","Andrei Volkov","1992 Spr","May 12","11:45","USSR","M",31,TRUE,FALSE,"Nepal",1992
"EVER","Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)","1992 Spr","May 12","10:30","Nepal","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Ang Phuri Sherpa (Sallung (Beni), Solukhumbu)","1992 Spr","May 15","","Nepal","M",35,TRUE,FALSE,"Nepal",1992
"EVER","Ang Rita Sherpa (Yilajung, Khumbu)","1992 Spr","May 15","12:00","Nepal","M",43,FALSE,FALSE,"Nepal",1992
"EVER","Apa (Appa) Sherpa (Thami Og, Khumbu)","1992 Spr","May 12","10:30","Nepal","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Apa (Appa) Sherpa (Thami Og, Khumbu)","1992 Aut","Oct 09","8:00","Nepal","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Augusto Ortega","1992 Aut","Oct 09","9:00","Peru","M",34,TRUE,FALSE,"Nepal",1992
"EVER","Benoit Chamoux","1992 Aut","Sep 29","10:00","France","M",31,TRUE,FALSE,"Nepal",1992
"EVER","Christian Garcia-Huidobro Valdivieso","1992 Spr","May 15","10:30","Chile","M",31,TRUE,FALSE,"China",1992
"EVER","Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)","1992 Spr","May 12","10:30","Nepal","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Dawa Tashi Sherpa (Beding, Dolakha)","1992 Spr","May 12","11:30","Nepal","M",28,TRUE,FALSE,"Nepal",1992
"EVER","Dawa Temba Sherpa (Thamo, Khumbu)","1992 Spr","May 12","","Nepal","M",26,TRUE,FALSE,"Nepal",1992
"EVER","Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)","1992 Spr","May 15","","Nepal","M",26,TRUE,FALSE,"Nepal",1992
"EVER","Doron Meir Erel","1992 Spr","May 12","10:30","Israel","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Douglas Lyle (Doug) Mantle","1992 Spr","May 12","10:30","United States of America","M",42,TRUE,FALSE,"Nepal",1992
"EVER","Edmond Ignatius Oefner","1992 Spr","May 12","11:30","Netherlands","M",33,TRUE,FALSE,"Nepal",1992
"EVER","Edmund Guy Cotter","1992 Spr","May 12","10:30","New Zealand","M",29,TRUE,FALSE,"Nepal",1992
"EVER","Edward (Ned) Gillette","1992 Spr","May 12","10:30","United States of America","M",47,TRUE,FALSE,"Nepal",1992
"EVER","Eugene Berger","1992 Aut","Oct 01","13:00","Luxembourg","M",31,TRUE,FALSE,"Nepal",1992
"EVER","Evgeni Vinogradski","1992 Spr","May 14","13:00","USSR","M",45,TRUE,FALSE,"Nepal",1992
"EVER","Fedor Konyukhov","1992 Spr","May 14","13:00","USSR","M",40,TRUE,FALSE,"Nepal",1992
"EVER","Felix Inurrategi Iriarte","1992 Aut","Sep 25","15:10","Spain","M",25,FALSE,FALSE,"Nepal",1992
"EVER","Francisco Jose (Curro) Gan Pampols","1992 Spr","May 15","11:50","Spain","M",34,TRUE,FALSE,"Nepal",1992
"EVER","Francisco Jose (Patxi) Fernandez Elizalde","1992 Aut","Sep 25","15:00","Spain","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Gary Ian Ball","1992 Spr","May 12","10:30","New Zealand","M",39,TRUE,FALSE,"Nepal",1992
"EVER","Giampietro Verza","1992 Aut","Sep 30","","Italy","M",35,TRUE,FALSE,"Nepal",1992
"EVER","Giuseppe Petigaz","1992 Aut","Sep 28","14:00","Italy","M",42,TRUE,FALSE,"Nepal",1992
"EVER","Gyalzen (Ang Gyalzen) Sherpa (Phurte, Khumbu)","1992 Spr","May 12","","Nepal","M",39,TRUE,FALSE,"Nepal",1992
"EVER","Hugh W. Morton","1992 Spr","May 15","","United States of America","M",44,TRUE,FALSE,"Nepal",1992
"EVER","Ilia Sabelnikov","1992 Spr","May 12","11:45","USSR","M",28,TRUE,FALSE,"Nepal",1992
"EVER","Ingrid M. Baeyens","1992 Spr","May 12","10:30","Belgium","F",36,TRUE,FALSE,"Nepal",1992
"EVER","Ivan T. Dusharin","1992 Spr","May 12","11:45","USSR","M",44,TRUE,FALSE,"Nepal",1992
"EVER","Jesus Maria (Josu) Bereziartua Etxaniz","1992 Aut","Oct 01","8:50","Spain","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Jonathan C. Pratt","1992 Spr","May 15","12:00","UK","M",33,TRUE,FALSE,"Nepal",1992
"EVER","Juan Antonio Tomas Guiterrez","1992 Aut","Oct 03","12:10","Spain","M",36,TRUE,FALSE,"Nepal",1992
"EVER","Juan Maria (Pitxi) Eguillor Ulzurrun","1992 Aut","Sep 25","15:00","Spain","M",44,TRUE,FALSE,"Nepal",1992
"EVER","Juan Sebastian Montes Porcile","1992 Spr","May 15","13:00","Chile","M",24,TRUE,FALSE,"China",1992
"EVER","Kaji (Pasang Kaji, Pasang Kami) Sherpa (Loding Tamakhani, Solukhumbu)","1992 Aut","Oct 09","7:30","Nepal","M",29,TRUE,FALSE,"Nepal",1992
"EVER","Kanahiya Lal Pokhriyal","1992 Spr","May 10","16:05","India","M",42,TRUE,FALSE,"Nepal",1992
"EVER","Keith Graham Kerr","1992 Spr","May 15","","UK","M",40,TRUE,FALSE,"Nepal",1992
"EVER","Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)","1992 Spr","May 15","12:15","Nepal","M",26,TRUE,FALSE,"Nepal",1992
"EVER","Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)","1992 Aut","Sep 28","14:00","Nepal","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Lhakpa Rita Sherpa (Thami, Khumbu)","1992 Spr","May 15","","Nepal","M",25,TRUE,FALSE,"Nepal",1992
"EVER","Lobsang (Deepak) Sherpa","1992 Spr","May 12","","India","M",24,TRUE,FALSE,"Nepal",1992
"EVER","Lorenzo Mazzoleni","1992 Aut","Sep 28","14:00","Italy","M",25,TRUE,FALSE,"Nepal",1992
"EVER","Louis M. Bowen","1992 Spr","May 12","","United States of America","M",43,TRUE,FALSE,"Nepal",1992
"EVER","Man Bahadur (Gopal) Tamang (Jaidu, Salleri, Solukhumbu)","1992 Spr","May 15","","Nepal","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Mario Luciano Panzeri","1992 Aut","Sep 28","14:00","Italy","M",28,FALSE,FALSE,"Nepal",1992
"EVER","Mauricio Ramon Purto Arab","1992 Spr","May 15","12:00","Chile","M",30,TRUE,FALSE,"Nepal",1992
"EVER","Michel Pelle","1992 Aut","Oct 09","","France","M",45,TRUE,FALSE,"Nepal",1992
"EVER","Michel Vincent","1992 Aut","Oct 07","9:30","France","M",43,TRUE,FALSE,"Nepal",1992
"EVER","Mikel Reparaz Chacon","1992 Aut","Oct 03","12:10","Spain","M",29,TRUE,FALSE,"Nepal",1992
"EVER","Mohan Singh Gunjyal","1992 Spr","May 12","","India","M",39,TRUE,FALSE,"Nepal",1992
"EVER","Nima Temba Sherpa (Beding, Dolakha)","1992 Spr","May 12","11:30","Nepal","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Oswald Santin","1992 Aut","Sep 29","10:00","Italy","M",30,TRUE,FALSE,"Nepal",1992
"EVER","Pedro Jose Tous Roldan","1992 Aut","Oct 03","12:10","Spain","M",29,TRUE,FALSE,"Nepal",1992
"EVER","Pemba Norbu/Nuru Sherpa (Monjo, Khumbu)","1992 Spr","May 15","12:15","Nepal","M",0,TRUE,FALSE,"Nepal",1992
"EVER","Peter George (Pete) Athans","1992 Spr","May 15","","United States of America","M",35,TRUE,FALSE,"Nepal",1992
"EVER","Philippe Grenier","1992 Aut","Oct 09","","France","M",38,TRUE,FALSE,"Nepal",1992
"EVER","Pierre Alain Royer","1992 Aut","Sep 28","14:00","France","M",36,TRUE,FALSE,"Nepal",1992
"EVER","Pierre Aubertin","1992 Aut","Oct 09","","France","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Prem Singh","1992 Spr","May 10","16:05","India","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Ralf Dujmovits","1992 Aut","Oct 04","9:07","Germany","M",30,TRUE,FALSE,"Nepal",1992
"EVER","Ramon Portilla Blanco","1992 Spr","May 15","11:50","Spain","M",34,TRUE,FALSE,"Nepal",1992
"EVER","Randall C. Danta","1992 Spr","May 12","10:30","United States of America","M",42,TRUE,FALSE,"Nepal",1992
"EVER","Randy Todd Burleson","1992 Spr","May 15","","United States of America","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Robert Edwin (Rob) Hall","1992 Spr","May 12","10:30","New Zealand","M",31,TRUE,FALSE,"Nepal",1992
"EVER","Rodrigo Hernan Jordan Fuchs","1992 Spr","May 15","11:20","Chile","M",32,TRUE,FALSE,"China",1992
"EVER","Ronald Naar","1992 Spr","May 12","11:30","Netherlands","M",37,TRUE,FALSE,"Nepal",1992
"EVER","Sange Muktuk Sherpa","1992 Spr","May 12","11:15","India","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Santosh Yadav","1992 Spr","May 12","","India","F",24,TRUE,FALSE,"Nepal",1992
"EVER","Scott C. Darsney","1992 Aut","Oct 09","12:00","United States of America","M",31,TRUE,FALSE,"Nepal",1992
"EVER","Sergei Penzov","1992 Spr","May 14","13:00","USSR","M",41,TRUE,FALSE,"Nepal",1992
"EVER","Skip Horner","1992 Spr","May 12","","United States of America","M",44,TRUE,FALSE,"Nepal",1992
"EVER","Sonam Tshering Sherpa (Beding, Dolakha)","1992 Spr","May 12","10:30","Nepal","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Sonam Tshering Sherpa (Beding, Dolakha)","1992 Aut","Oct 04","9:07","Nepal","M",32,TRUE,FALSE,"Nepal",1992
"EVER","Sunil Dutta Sharma","1992 Spr","May 10","16:05","India","M",29,TRUE,FALSE,"Nepal",1992
"EVER","Tashi Tshering Sherpa (Pangboche, Khumbu)","1992 Spr","May 12","10:30","Nepal","M",22,TRUE,FALSE,"Nepal",1992
"EVER","Thierry Defrance","1992 Aut","Oct 09","","France","M",31,TRUE,FALSE,"Nepal",1992
"EVER","Vernon Edward (Vern) Tejas","1992 Spr","May 12","","United States of America","M",39,TRUE,FALSE,"Nepal",1992
"EVER","Vladimir Zakharov","1992 Spr","May 14","13:00","USSR","M",38,TRUE,FALSE,"Nepal",1992
"EVER","Wallace Wayne (Wally) Berg","1992 Aut","Oct 09","8:00","United States of America","M",37,TRUE,FALSE,"Nepal",1992
"EVER","Wangchuk Sherpa","1992 Spr","May 12","","India","M",27,TRUE,FALSE,"Nepal",1992
"EVER","Yick-Kai Chan","1992 Spr","May 12","10:30","Hong Kong","M",33,TRUE,FALSE,"Nepal",1992
"EVER","Alain Esteve","1993 Aut","Oct 09","","France","M",41,TRUE,FALSE,"Nepal",1993
"EVER","Alberto Zerain Berasategui","1993 Spr","May 16","10:00","Spain","M",31,TRUE,FALSE,"Nepal",1993
"EVER","Alexei Mouravlev","1993 Spr","May 10","","Russia","M",31,TRUE,FALSE,"Nepal",1993
"EVER","Ang Chumbi Sherpa (Khumjung, Khumbu)","1993 Spr","May 10","","Nepal","M",42,TRUE,FALSE,"Nepal",1993
"EVER","Ang Dawa Sherpa (Lumsa, Tapting, Solukhumbu)","1993 Spr","May 10","10:45","Nepal","M",28,TRUE,FALSE,"Nepal",1993
"EVER","Ang Pasang Sherpa (Kharte, Kharikhola, Solukhumbu)","1993 Aut","Oct 09","","Nepal","M",45,TRUE,FALSE,"Nepal",1993
"EVER","Ang Pasang Sherpa (Pangboche, Khumbu)","1993 Spr","May 17","11:45","Nepal","M",27,TRUE,FALSE,"Nepal",1993
"EVER","Ang Phurba Sherpa (Thami, Khumbu)","1993 Spr","May 16","10:40","Nepal","M",31,TRUE,FALSE,"Nepal",1993
"EVER","Ang Rita Sherpa (Yilajung, Khumbu)","1993 Spr","May 16","12:00","Nepal","M",44,FALSE,FALSE,"Nepal",1993
"EVER","Ang Tshering Sherpa (Khunde, Khumbu)","1993 Spr","May 10","10:40","Nepal","M",30,TRUE,FALSE,"Nepal",1993
"EVER","Antoine Cayrol","1993 Aut","Oct 06","14:30","France","M",27,TRUE,FALSE,"Nepal",1993
"EVER","Apa (Appa) Sherpa (Thami Og, Khumbu)","1993 Spr","May 10","11:30","Nepal","M",33,TRUE,FALSE,"Nepal",1993
"EVER","Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)","1993 Aut","Oct 10","","Nepal","M",28,TRUE,FALSE,"China",1993
"EVER","Charles M. (Chuck) Armatys","1993 Spr","May 10","12:30","United States of America","M",42,TRUE,FALSE,"Nepal",1993
"EVER","Chimi (Xiao Qimi)","1993 Spr","May 05","","China","M",29,TRUE,FALSE,"China",1993
"EVER","Chin-Hsiung Wu","1993 Spr","May 05","","Taiwan","M",0,TRUE,FALSE,"China",1993
"EVER","Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)","1993 Spr","May 10","","Nepal","M",28,TRUE,FALSE,"Nepal",1993
"EVER","Chuldin Temba (Chuldim) Sherpa (Zarok, Khumbu)","1993 Spr","May 10","11:40","Nepal","M",30,TRUE,FALSE,"Nepal",1993
"EVER","Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)","1993 Spr","May 10","","Nepal","M",33,TRUE,FALSE,"Nepal",1993
"EVER","Dal Dev (Baldev) Kunwar","1993 Spr","May 10","12:00","India","M",30,TRUE,FALSE,"Nepal",1993
"EVER","David Kim Hempleman-Adams","1993 Aut","Oct 09","","UK","M",36,TRUE,FALSE,"Nepal",1993
"EVER","Dawa Tashi Sherpa (Beding, Dolakha)","1993 Spr","Apr 22","14:30","Nepal","M",29,TRUE,FALSE,"Nepal",1993
"EVER","Dawa Tashi Sherpa (Beding, Dolakha)","1993 Aut","Oct 06","14:30","Nepal","M",29,TRUE,FALSE,"Nepal",1993
"EVER","Deepu Sharma","1993 Spr","May 16","12:00","India","F",22,TRUE,FALSE,"Nepal",1993
"EVER","Dicky Dolma","1993 Spr","May 10","12:00","India","F",19,TRUE,FALSE,"Nepal",1993
"EVER","Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)","1993 Spr","May 10","12:00","Nepal","M",27,TRUE,FALSE,"Nepal",1993
"EVER","Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)","1993 Aut","Oct 07","","Nepal","M",28,TRUE,FALSE,"Nepal",1993
"EVER","Dorje Sherpa (Changba, Tapting, Solukhumbu)","1993 Spr","May 16","","Nepal","M",34,TRUE,FALSE,"Nepal",1993
"EVER","Durge Bahadur Tamang (Deusa, Solukhumbu)","1993 Spr","May 16","","Nepal","M",32,TRUE,FALSE,"Nepal",1993
"EVER","Eero Veikka Juhani Gustafsson","1993 Spr","May 10","","Finland","M",25,TRUE,FALSE,"Nepal",1993
"EVER","Eric Gramond","1993 Aut","Oct 06","14:30","France","M",30,FALSE,FALSE,"Nepal",1993
"EVER","Francois Bernard","1993 Aut","Oct 06","14:30","France","M",30,TRUE,FALSE,"Nepal",1993
"EVER","Fumiaki Goto","1993 Win","Dec 18","15:20","Japan","M",28,TRUE,FALSE,"Nepal",1993
"EVER","Gary Scott Pfisterer","1993 Aut","Oct 07","","United States of America","M",41,TRUE,FALSE,"Nepal",1993
"EVER","Ginette Lesley Harrison","1993 Aut","Oct 07","","UK","F",35,TRUE,FALSE,"Nepal",1993
"EVER","Graham F. Hoyland","1993 Aut","Oct 07","","UK","M",36,TRUE,FALSE,"Nepal",1993
"EVER","Gyalbu Sherpa (Beding, Dolakha)","1993 Aut","Oct 06","14:30","Nepal","M",29,TRUE,FALSE,"Nepal",1993
"EVER","Gyatso (Xiao Jiacuo)","1993 Spr","May 05","","China","M",32,TRUE,FALSE,"China",1993
"EVER","Harold Christopher (Harry) Taylor","1993 Spr","May 10","11:30","UK","M",34,TRUE,FALSE,"Nepal",1993
"EVER","Hideji Nazuka","1993 Win","Dec 18","15:20","Japan","M",39,TRUE,FALSE,"Nepal",1993
"EVER","Hubert Giot","1993 Aut","Oct 09","","France","M",39,FALSE,FALSE,"Nepal",1993
"EVER","Hyun-Jae Park","1993 Aut","Oct 06","14:55","S Korea","M",25,TRUE,FALSE,"China",1993
"EVER","Hyung-Ok Ji","1993 Spr","May 10","10:45","S Korea","F",32,TRUE,FALSE,"Nepal",1993
"EVER","James Dawson Stelfox","1993 Spr","May 27","10:07","UK","M",35,TRUE,FALSE,"China",1993
"EVER","Jan Elizabeth Arnold","1993 Spr","May 10","","New Zealand","F",29,TRUE,FALSE,"Nepal",1993
"EVER","Jan Harris","1993 Spr","May 16","10:45","United States of America","M",30,TRUE,FALSE,"Nepal",1993
"EVER","Jangbu Sherpa (Lumsa, Tapting, Solukhumbu)","1993 Spr","May 16","10:30","Nepal","M",27,TRUE,FALSE,"Nepal",1993
"EVER","Jin-Seob An","1993 Spr","May 16","13:40","S Korea","M",25,TRUE,TRUE,"Nepal",1993
"EVER","John Dufficy","1993 Spr","May 10","11:45","United States of America","M",40,TRUE,FALSE,"Nepal",1993
"EVER","John Helenek","1993 Spr","May 10","11:40","United States of America","M",33,TRUE,FALSE,"Nepal",1993
"EVER","Jonathan (Jon) Tinker","1993 Aut","Oct 10","","UK","M",34,TRUE,FALSE,"China",1993
